Index,Num_c,SMILES,cid,iupac_name,molecular_weight,molecular_formula,complexity,rotatable_bond_count,heavy_atom_count,xlogp,Chloride_CAS,Bromide_CAS,Iodide_CAS,Fluoride_CAS
2577,18,CCCCCC[N+](CC)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
2578,18,CCCCCC[N+](CC)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2579,18,CCCCCC[N+](CC)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
2580,18,CCCCCC[N+](CC)(CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2581,18,CCCCCC[N+](CC)(CC)CC(C)(C)CCCC,,,,,,,,,,,,
2582,18,CCCCCC[N+](CC)(CC)CC(C)CCCCC,,,,,,,,,,,,
2583,18,CCCCCC[N+](CC)(CC)CCC(C)CCCC,,,,,,,,,,,,
2584,18,CCCCCC[N+](CC)(CC)CCCC(C)CCC,,,,,,,,,,,,
2585,18,CCCCCC[N+](CC)(CC)CCCCC(C)CC,,,,,,,,,,,,
2586,18,CCCCCC[N+](CC)(CC)CCCCCC(C)C,,,,,,,,,,,,
2587,18,CCCCCC[N+](CC)(CCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2588,18,CCCCCC[N+](CC)(CCC(C)C)CC(C)CC,,,,,,,,,,,,
2589,18,CCCCCC[N+](CC)(CCC(C)C)CCC(C)C,,,,,,,,,,,,
2590,18,CCCCCC[N+](CC)(CCC(C)CC)CC(C)C,,,,,,,,,,,,
2591,18,CCCCCC[N+](CC)(CCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2592,18,CCCCCC[N+](CC)(CCC)CC(C)(C)CCC,,,,,,,,,,,,
2593,18,CCCCCC[N+](CC)(CCC)CC(C)CCCC,,,,,,,,,,,,
2594,18,CCCCCC[N+](CC)(CCC)CCC(C)CCC,,,,,,,,,,,,
2595,18,CCCCCC[N+](CC)(CCC)CCCC(C)CC,,,,,,,,,,,,
2596,18,CCCCCC[N+](CC)(CCC)CCCCC(C)C,,,,,,,,,,,,
2597,18,CCCCCC[N+](CC)(CCCC(C)C)CC(C)C,,,,,,,,,,,,
2598,18,CCCCCC[N+](CC)(CCCC)CC(C)(C)CC,,,,,,,,,,,,
2599,18,CCCCCC[N+](CC)(CCCC)CC(C)CCC,,,,,,,,,,,,
2600,18,CCCCCC[N+](CC)(CCCC)CCC(C)CC,,,,,,,,,,,,
2601,18,CCCCCC[N+](CC)(CCCC)CCCC(C)C,,,,,,,,,,,,
2602,18,CCCCCC[N+](CC)(CCCC)CCCCCC,,,,,,,,,,,,
2603,18,CCCCCC[N+](CC)(CCCCC)CC(C)(C)C,,,,,,,,,,,,
2604,18,CCCCCC[N+](CC)(CCCCC)CC(C)CC,,,,,,,,,,,,
2605,18,CCCCCC[N+](CC)(CCCCC)CCC(C)C,,,,,,,,,,,,
2606,18,CCCCCC[N+](CC)(CCCCC)CCCCC,,,,,,,,,,,,
2607,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C,87480234.0,ethyl-dihexyl-(2-methylpropyl)azanium,270.5,C18H40N+,174.0,13.0,19.0,6.6,,,,
2608,18,CCCCCC[N+](CCC)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
2609,18,CCCCCC[N+](CCC)(CC(C)C)CC(C)CC,,,,,,,,,,,,
2610,18,CCCCCC[N+](CCC)(CCC(C)C)CC(C)C,,,,,,,,,,,,
2611,18,CCCCCC[N+](CCC)(CCC)CC(C)(C)CC,,,,,,,,,,,,
2612,18,CCCCCC[N+](CCC)(CCC)CC(C)CCC,,,,,,,,,,,,
2613,18,CCCCCC[N+](CCC)(CCC)CCC(C)CC,,,,,,,,,,,,
2614,18,CCCCCC[N+](CCC)(CCC)CCCC(C)C,,,,,,,,,,,,
2615,18,CCCCCC[N+](CCC)(CCC)CCCCCC,23088856.0,dihexyl(dipropyl)azanium,270.5,C18H40N+,157.0,14.0,19.0,6.7,,,,
2616,18,CCCCCC[N+](CCC)(CCCC)CC(C)(C)C,,,,,,,,,,,,
2617,18,CCCCCC[N+](CCC)(CCCC)CC(C)CC,,,,,,,,,,,,
2618,18,CCCCCC[N+](CCC)(CCCC)CCC(C)C,,,,,,,,,,,,
2619,18,CCCCCC[N+](CCC)(CCCC)CCCCC,,,,,,,,,,,,
2620,18,CCCCCC[N+](CCC)(CCCCC)CC(C)C,,,,,,,,,,,,
2621,18,CCCCCC[N+](CCCC)(CC(C)C)CC(C)C,,,,,,,,,,,,
2622,18,CCCCCC[N+](CCCC)(CCCC)CC(C)C,,,,,,,,,,,,
2623,18,CCCCCC[N+](CCCC)(CCCC)CCCC,19858518.0,tributyl(hexyl)azanium,270.5,,,,,,,,,
2624,18,CCCCC[N+](C)(CC(C)(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2625,18,CCCCC[N+](C)(CC(C)(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2626,18,CCCCC[N+](C)(CC(C)(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2627,18,CCCCC[N+](C)(CC(C)C)CC(C)(C)C(C)CC,,,,,,,,,,,,
2628,18,CCCCC[N+](C)(CC(C)C)CC(C)(C)CCCC,,,,,,,,,,,,
2629,18,CCCCC[N+](C)(CC(C)CC)CC(C)(C)C(C)C,,,,,,,,,,,,
2630,18,CCCCC[N+](C)(CC(C)CC)CC(C)(C)CCC,,,,,,,,,,,,
2631,18,CCCCC[N+](C)(CC(C)CC)CC(C)CCCC,,,,,,,,,,,,
2632,18,CCCCC[N+](C)(CC(C)CCC)CC(C)(C)CC,,,,,,,,,,,,
2633,18,CCCCC[N+](C)(CC(C)CCC)CC(C)CCC,,,,,,,,,,,,
2634,18,CCCCC[N+](C)(CC(C)CCCC)CC(C)(C)C,,,,,,,,,,,,
2635,18,CCCCC[N+](C)(CCC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2636,18,CCCCC[N+](C)(CCC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2637,18,CCCCC[N+](C)(CCC(C)C)CC(C)CCCC,,,,,,,,,,,,
2638,18,CCCCC[N+](C)(CCC(C)C)CCC(C)CCC,,,,,,,,,,,,
2639,18,CCCCC[N+](C)(CCC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2640,18,CCCCC[N+](C)(CCC(C)CC)CC(C)CCC,,,,,,,,,,,,
2641,18,CCCCC[N+](C)(CCC(C)CC)CCC(C)CC,,,,,,,,,,,,
2642,18,CCCCC[N+](C)(CCC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
2643,18,CCCCC[N+](C)(CCC(C)CCC)CC(C)CC,,,,,,,,,,,,
2644,18,CCCCC[N+](C)(CCC(C)CCCC)CC(C)C,,,,,,,,,,,,
2645,18,CCCCC[N+](C)(CCCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2646,18,CCCCC[N+](C)(CCCC(C)C)CC(C)CCC,,,,,,,,,,,,
2647,18,CCCCC[N+](C)(CCCC(C)C)CCC(C)CC,,,,,,,,,,,,
2648,18,CCCCC[N+](C)(CCCC(C)C)CCCC(C)C,,,,,,,,,,,,
2649,18,CCCCC[N+](C)(CCCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2650,18,CCCCC[N+](C)(CCCC(C)CC)CC(C)CC,,,,,,,,,,,,
2651,18,CCCCC[N+](C)(CCCC(C)CC)CCC(C)C,,,,,,,,,,,,
2652,18,CCCCC[N+](C)(CCCC(C)CCC)CC(C)C,,,,,,,,,,,,
2653,18,CCCCC[N+](C)(CCCC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2654,18,CCCCC[N+](C)(CCCC)CC(C)(C)CCCC,,,,,,,,,,,,
2655,18,CCCCC[N+](C)(CCCC)CCC(C)CCCC,,,,,,,,,,,,
2656,18,CCCCC[N+](C)(CCCC)CCCC(C)CCC,,,,,,,,,,,,
2657,18,CCCCC[N+](C)(CCCC)CCCCC(C)CC,,,,,,,,,,,,
2658,18,CCCCC[N+](C)(CCCC)CCCCCC(C)C,,,,,,,,,,,,
2659,18,CCCCC[N+](C)(CCCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2660,18,CCCCC[N+](C)(CCCCC(C)C)CC(C)CC,,,,,,,,,,,,
2661,18,CCCCC[N+](C)(CCCCC(C)C)CCC(C)C,,,,,,,,,,,,
2662,18,CCCCC[N+](C)(CCCCC(C)CC)CC(C)C,,,,,,,,,,,,
2663,18,CCCCC[N+](C)(CCCCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2664,18,CCCCC[N+](C)(CCCCC)CC(C)(C)CCC,,,,,,,,,,,,
2665,18,CCCCC[N+](C)(CCCCC)CC(C)CCCC,,,,,,,,,,,,
2666,18,CCCCC[N+](C)(CCCCC)CCC(C)CCC,,,,,,,,,,,,
2667,18,CCCCC[N+](C)(CCCCC)CCCC(C)CC,,,,,,,,,,,,
2668,18,CCCCC[N+](C)(CCCCC)CCCCC(C)C,,,,,,,,,,,,
2669,18,CCCCC[N+](C)(CCCCCC(C)C)CC(C)C,,,,,,,,,,,,
2670,18,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
2671,18,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)CC,,,,,,,,,,,,
2672,18,CCCCC[N+](CC)(CC(C)(C)C)CC(C)(C)CC,,,,,,,,,,,,
2673,18,CCCCC[N+](CC)(CC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2674,18,CCCCC[N+](CC)(CC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2675,18,CCCCC[N+](CC)(CC(C)C)CC(C)CCCC,,,,,,,,,,,,
2676,18,CCCCC[N+](CC)(CC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2677,18,CCCCC[N+](CC)(CC(C)CC)CC(C)CCC,,,,,,,,,,,,
2678,18,CCCCC[N+](CC)(CC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
2679,18,CCCCC[N+](CC)(CCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2680,18,CCCCC[N+](CC)(CCC(C)C)CC(C)CCC,,,,,,,,,,,,
2681,18,CCCCC[N+](CC)(CCC(C)C)CCC(C)CC,,,,,,,,,,,,
2682,18,CCCCC[N+](CC)(CCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2683,18,CCCCC[N+](CC)(CCC(C)CC)CC(C)CC,,,,,,,,,,,,
2684,18,CCCCC[N+](CC)(CCC(C)CCC)CC(C)C,,,,,,,,,,,,
2685,18,CCCCC[N+](CC)(CCC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2686,18,CCCCC[N+](CC)(CCC)CC(C)(C)CCCC,,,,,,,,,,,,
2687,18,CCCCC[N+](CC)(CCC)CCC(C)CCCC,,,,,,,,,,,,
2688,18,CCCCC[N+](CC)(CCC)CCCC(C)CCC,,,,,,,,,,,,
2689,18,CCCCC[N+](CC)(CCC)CCCCC(C)CC,,,,,,,,,,,,
2690,18,CCCCC[N+](CC)(CCC)CCCCCC(C)C,,,,,,,,,,,,
2691,18,CCCCC[N+](CC)(CCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2692,18,CCCCC[N+](CC)(CCCC(C)C)CC(C)CC,,,,,,,,,,,,
2693,18,CCCCC[N+](CC)(CCCC(C)C)CCC(C)C,,,,,,,,,,,,
2694,18,CCCCC[N+](CC)(CCCC(C)CC)CC(C)C,,,,,,,,,,,,
2695,18,CCCCC[N+](CC)(CCCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2696,18,CCCCC[N+](CC)(CCCC)CC(C)(C)CCC,,,,,,,,,,,,
2697,18,CCCCC[N+](CC)(CCCC)CC(C)CCCC,,,,,,,,,,,,
2698,18,CCCCC[N+](CC)(CCCC)CCC(C)CCC,,,,,,,,,,,,
2699,18,CCCCC[N+](CC)(CCCC)CCCC(C)CC,,,,,,,,,,,,
2700,18,CCCCC[N+](CC)(CCCC)CCCCC(C)C,,,,,,,,,,,,
2701,18,CCCCC[N+](CC)(CCCCC(C)C)CC(C)C,,,,,,,,,,,,
2702,18,CCCCC[N+](CC)(CCCCC)CC(C)(C)CC,,,,,,,,,,,,
2703,18,CCCCC[N+](CC)(CCCCC)CC(C)CCC,,,,,,,,,,,,
2704,18,CCCCC[N+](CC)(CCCCC)CCC(C)CC,,,,,,,,,,,,
2705,18,CCCCC[N+](CC)(CCCCC)CCCC(C)C,,,,,,,,,,,,
2706,18,CCCCC[N+](CCC(C)C)(CC(C)C)CC(C)C,,,,,,,,,,,,
2707,18,CCCCC[N+](CCC)(CC(C)(C)C)CC(C)(C)C,,,,,,,,,,,,
2708,18,CCCCC[N+](CCC)(CC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2709,18,CCCCC[N+](CCC)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
2710,18,CCCCC[N+](CCC)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2711,18,CCCCC[N+](CCC)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
2712,18,CCCCC[N+](CCC)(CCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2713,18,CCCCC[N+](CCC)(CCC(C)C)CC(C)CC,,,,,,,,,,,,
2714,18,CCCCC[N+](CCC)(CCC(C)C)CCC(C)C,,,,,,,,,,,,
2715,18,CCCCC[N+](CCC)(CCC(C)CC)CC(C)C,,,,,,,,,,,,
2716,18,CCCCC[N+](CCC)(CCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2717,18,CCCCC[N+](CCC)(CCC)CC(C)(C)CCC,,,,,,,,,,,,
2718,18,CCCCC[N+](CCC)(CCC)CC(C)CCCC,,,,,,,,,,,,
2719,18,CCCCC[N+](CCC)(CCC)CCC(C)CCC,,,,,,,,,,,,
2720,18,CCCCC[N+](CCC)(CCC)CCCC(C)CC,,,,,,,,,,,,
2721,18,CCCCC[N+](CCC)(CCC)CCCCC(C)C,,,,,,,,,,,,
2722,18,CCCCC[N+](CCC)(CCCC(C)C)CC(C)C,,,,,,,,,,,,
2723,18,CCCCC[N+](CCC)(CCCC)CC(C)(C)CC,,,,,,,,,,,,
2724,18,CCCCC[N+](CCC)(CCCC)CC(C)CCC,,,,,,,,,,,,
2725,18,CCCCC[N+](CCC)(CCCC)CCC(C)CC,,,,,,,,,,,,
2726,18,CCCCC[N+](CCC)(CCCC)CCCC(C)C,,,,,,,,,,,,
2727,18,CCCCC[N+](CCC)(CCCCC)CC(C)(C)C,,,,,,,,,,,,
2728,18,CCCCC[N+](CCC)(CCCCC)CC(C)CC,,,,,,,,,,,,
2729,18,CCCCC[N+](CCC)(CCCCC)CCC(C)C,,,,,,,,,,,,
2730,18,CCCCC[N+](CCC)(CCCCC)CCCCC,14022636.0,tripentyl(propyl)azanium,270.5,,,,,,,102394-41-2,,
2731,18,CCCCC[N+](CCCC)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
2732,18,CCCCC[N+](CCCC)(CC(C)C)CC(C)CC,,,,,,,,,,,,
2733,18,CCCCC[N+](CCCC)(CCC(C)C)CC(C)C,,,,,,,,,,,,
2734,18,CCCCC[N+](CCCC)(CCCC)CC(C)(C)C,,,,,,,,,,,,
2735,18,CCCCC[N+](CCCC)(CCCC)CC(C)CC,,,,,,,,,,,,
2736,18,CCCCC[N+](CCCC)(CCCC)CCC(C)C,,,,,,,,,,,,
2737,18,CCCCC[N+](CCCC)(CCCC)CCCCC,87534260.0,dibutyl(dipentyl)azanium,270.5,C18H40N+,157.0,14.0,19.0,6.4,,897665-05-3,,
2738,18,CCCCC[N+](CCCC)(CCCCC)CC(C)C,,,,,,,,,,,,
2739,18,CCCCC[N+](CCCCC)(CC(C)C)CC(C)C,,,,,,,,,,,,
2740,18,CCCC[N+](C)(CC(C)(C)C)CC(C)(C)C(C)CC,,,,,,,,,,,,
2741,18,CCCC[N+](C)(CC(C)(C)CC)CC(C)(C)C(C)C,,,,,,,,,,,,
2742,18,CCCC[N+](C)(CC(C)(C)CC)CC(C)(C)CCC,,,,,,,,,,,,
2743,18,CCCC[N+](C)(CC(C)CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2744,18,CCCC[N+](C)(CC(C)CCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2745,18,CCCC[N+](C)(CC(C)CCC)CC(C)(C)CCC,,,,,,,,,,,,
2746,18,CCCC[N+](C)(CCC(C)C)CC(C)(C)C(C)CC,,,,,,,,,,,,
2747,18,CCCC[N+](C)(CCC(C)CC)CC(C)(C)C(C)C,,,,,,,,,,,,
2748,18,CCCC[N+](C)(CCC(C)CC)CC(C)(C)CCC,,,,,,,,,,,,
2749,18,CCCC[N+](C)(CCC(C)CC)CCC(C)CCC,,,,,,,,,,,,
2750,18,CCCC[N+](C)(CCC(C)CCC)CC(C)(C)CC,,,,,,,,,,,,
2751,18,CCCC[N+](C)(CCC(C)CCC)CC(C)CCC,,,,,,,,,,,,
2752,18,CCCC[N+](C)(CCCC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2753,18,CCCC[N+](C)(CCCC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2754,18,CCCC[N+](C)(CCCC(C)C)CCC(C)CCC,,,,,,,,,,,,
2755,18,CCCC[N+](C)(CCCC(C)C)CCCC(C)CC,,,,,,,,,,,,
2756,18,CCCC[N+](C)(CCCC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2757,18,CCCC[N+](C)(CCCC(C)CC)CC(C)CCC,,,,,,,,,,,,
2758,18,CCCC[N+](C)(CCCC(C)CC)CCC(C)CC,,,,,,,,,,,,
2759,18,CCCC[N+](C)(CCCC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
2760,18,CCCC[N+](C)(CCCC(C)CCC)CC(C)CC,,,,,,,,,,,,
2761,18,CCCC[N+](C)(CCCC(C)CCC)CCC(C)C,,,,,,,,,,,,
2762,18,CCCC[N+](C)(CCCCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2763,18,CCCC[N+](C)(CCCCC(C)C)CC(C)CCC,,,,,,,,,,,,
2764,18,CCCC[N+](C)(CCCCC(C)C)CCC(C)CC,,,,,,,,,,,,
2765,18,CCCC[N+](C)(CCCCC(C)C)CCCC(C)C,,,,,,,,,,,,
2766,18,CCCC[N+](C)(CCCCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2767,18,CCCC[N+](C)(CCCCC(C)CC)CC(C)CC,,,,,,,,,,,,
2768,18,CCCC[N+](C)(CCCCC(C)CC)CCC(C)C,,,,,,,,,,,,
2769,18,CCCC[N+](C)(CCCCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2770,18,CCCC[N+](C)(CCCCCC(C)C)CC(C)CC,,,,,,,,,,,,
2771,18,CCCC[N+](C)(CCCCCC(C)C)CCC(C)C,,,,,,,,,,,,
2772,18,CCCC[N+](CC(C)C)(CC(C)(C)C)CC(C)(C)C,,,,,,,,,,,,
2773,18,CCCC[N+](CC(C)C)(CC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2774,18,CCCC[N+](CC(C)C)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
2775,18,CCCC[N+](CC(C)C)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2776,18,CCCC[N+](CC(C)C)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
2777,18,CCCC[N+](CC)(CC(C)(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2778,18,CCCC[N+](CC)(CC(C)(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2779,18,CCCC[N+](CC)(CC(C)(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2780,18,CCCC[N+](CC)(CC(C)C)CC(C)(C)C(C)CC,,,,,,,,,,,,
2781,18,CCCC[N+](CC)(CC(C)CC)CC(C)(C)C(C)C,,,,,,,,,,,,
2782,18,CCCC[N+](CC)(CC(C)CC)CC(C)(C)CCC,,,,,,,,,,,,
2783,18,CCCC[N+](CC)(CC(C)CCC)CC(C)(C)CC,,,,,,,,,,,,
2784,18,CCCC[N+](CC)(CC(C)CCC)CC(C)CCC,,,,,,,,,,,,
2785,18,CCCC[N+](CC)(CCC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2786,18,CCCC[N+](CC)(CCC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2787,18,CCCC[N+](CC)(CCC(C)C)CCC(C)CCC,,,,,,,,,,,,
2788,18,CCCC[N+](CC)(CCC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2789,18,CCCC[N+](CC)(CCC(C)CC)CC(C)CCC,,,,,,,,,,,,
2790,18,CCCC[N+](CC)(CCC(C)CC)CCC(C)CC,,,,,,,,,,,,
2791,18,CCCC[N+](CC)(CCC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
2792,18,CCCC[N+](CC)(CCC(C)CCC)CC(C)CC,,,,,,,,,,,,
2793,18,CCCC[N+](CC)(CCCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2794,18,CCCC[N+](CC)(CCCC(C)C)CC(C)CCC,,,,,,,,,,,,
2795,18,CCCC[N+](CC)(CCCC(C)C)CCC(C)CC,,,,,,,,,,,,
2796,18,CCCC[N+](CC)(CCCC(C)C)CCCC(C)C,,,,,,,,,,,,
2797,18,CCCC[N+](CC)(CCCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2798,18,CCCC[N+](CC)(CCCC(C)CC)CC(C)CC,,,,,,,,,,,,
2799,18,CCCC[N+](CC)(CCCC(C)CC)CCC(C)C,,,,,,,,,,,,
2800,18,CCCC[N+](CC)(CCCC(C)CCC)CC(C)C,,,,,,,,,,,,
2801,18,CCCC[N+](CC)(CCCC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2802,18,CCCC[N+](CC)(CCCC)CCCC(C)CCC,,,,,,,,,,,,
2803,18,CCCC[N+](CC)(CCCC)CCCCC(C)CC,,,,,,,,,,,,
2804,18,CCCC[N+](CC)(CCCC)CCCCCC(C)C,,,,,,,,,,,,
2805,18,CCCC[N+](CC)(CCCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2806,18,CCCC[N+](CC)(CCCCC(C)C)CC(C)CC,,,,,,,,,,,,
2807,18,CCCC[N+](CC)(CCCCC(C)C)CCC(C)C,,,,,,,,,,,,
2808,18,CCCC[N+](CC)(CCCCC(C)CC)CC(C)C,,,,,,,,,,,,
2809,18,CCCC[N+](CC)(CCCCCC(C)C)CC(C)C,,,,,,,,,,,,
2810,18,CCCC[N+](CCC(C)C)(CC(C)C)CC(C)(C)C,,,,,,,,,,,,
2811,18,CCCC[N+](CCC(C)C)(CC(C)C)CC(C)CC,,,,,,,,,,,,
2812,18,CCCC[N+](CCC(C)C)(CCC(C)C)CC(C)C,,,,,,,,,,,,
2813,18,CCCC[N+](CCC(C)CC)(CC(C)C)CC(C)C,,,,,,,,,,,,
2814,18,CCCC[N+](CCC)(CC(C)(C)C)CC(C)(C)CC,,,,,,,,,,,,
2815,18,CCCC[N+](CCC)(CC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2816,18,CCCC[N+](CCC)(CC(C)C)CC(C)(C)CCC,,,,,,,,,,,,
2817,18,CCCC[N+](CCC)(CC(C)CC)CC(C)(C)CC,,,,,,,,,,,,
2818,18,CCCC[N+](CCC)(CC(C)CC)CC(C)CCC,,,,,,,,,,,,
2819,18,CCCC[N+](CCC)(CC(C)CCC)CC(C)(C)C,,,,,,,,,,,,
2820,18,CCCC[N+](CCC)(CCC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2821,18,CCCC[N+](CCC)(CCC(C)C)CC(C)CCC,,,,,,,,,,,,
2822,18,CCCC[N+](CCC)(CCC(C)C)CCC(C)CC,,,,,,,,,,,,
2823,18,CCCC[N+](CCC)(CCC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2824,18,CCCC[N+](CCC)(CCC(C)CC)CC(C)CC,,,,,,,,,,,,
2825,18,CCCC[N+](CCC)(CCC(C)CCC)CC(C)C,,,,,,,,,,,,
2826,18,CCCC[N+](CCC)(CCC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2827,18,CCCC[N+](CCC)(CCC)CCCC(C)CCC,,,,,,,,,,,,
2828,18,CCCC[N+](CCC)(CCC)CCCCC(C)CC,,,,,,,,,,,,
2829,18,CCCC[N+](CCC)(CCC)CCCCCC(C)C,,,,,,,,,,,,
2830,18,CCCC[N+](CCC)(CCCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2831,18,CCCC[N+](CCC)(CCCC(C)C)CC(C)CC,,,,,,,,,,,,
2832,18,CCCC[N+](CCC)(CCCC(C)C)CCC(C)C,,,,,,,,,,,,
2833,18,CCCC[N+](CCC)(CCCC(C)CC)CC(C)C,,,,,,,,,,,,
2834,18,CCCC[N+](CCC)(CCCC)CC(C)(C)C(C)C,,,,,,,,,,,,
2835,18,CCCC[N+](CCC)(CCCC)CC(C)(C)CCC,,,,,,,,,,,,
2836,18,CCCC[N+](CCC)(CCCC)CCC(C)CCC,,,,,,,,,,,,
2837,18,CCCC[N+](CCC)(CCCC)CCCC(C)CC,,,,,,,,,,,,
2838,18,CCCC[N+](CCC)(CCCC)CCCCC(C)C,,,,,,,,,,,,
2839,18,CCCC[N+](CCC)(CCCCC(C)C)CC(C)C,,,,,,,,,,,,
2840,18,CCCC[N+](CCCC(C)C)(CC(C)C)CC(C)C,,,,,,,,,,,,
2841,18,CCCC[N+](CCCC)(CC(C)(C)C)CC(C)(C)C,,,,,,,,,,,,
2842,18,CCCC[N+](CCCC)(CC(C)C)CC(C)(C)CC,,,,,,,,,,,,
2843,18,CCCC[N+](CCCC)(CC(C)C)CC(C)CCC,,,,,,,,,,,,
2844,18,CCCC[N+](CCCC)(CC(C)CC)CC(C)(C)C,,,,,,,,,,,,
2845,18,CCCC[N+](CCCC)(CC(C)CC)CC(C)CC,,,,,,,,,,,,
2846,18,CCCC[N+](CCCC)(CCC(C)C)CC(C)(C)C,,,,,,,,,,,,
2847,18,CCCC[N+](CCCC)(CCC(C)C)CC(C)CC,,,,,,,,,,,,
2848,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C,44721198.0,dibutyl-bis(3-methylbutyl)azanium,270.5,C18H40N+,174.0,12.0,19.0,6.2,,,,
2849,18,CCCC[N+](CCCC)(CCC(C)CC)CC(C)C,,,,,,,,,,,,
2850,18,CCCC[N+](CCCC)(CCCC(C)C)CC(C)C,,,,,,,,,,,,
2851,18,CCCC[N+](CCCC)(CCCC)CC(C)(C)CC,,,,,,,,,,,,
2852,18,CCCC[N+](CCCC)(CCCC)CC(C)CCC,,,,,,,,,,,,
2853,18,CCCC[N+](CCCC)(CCCC)CCC(C)CC,,,,,,,,,,,,
2854,18,CCCC[N+](CCCC)(CCCC)CCCC(C)C,150353238.0,tributyl(4-methylpentyl)azanium,270.5,C18H40N+,164.0,13.0,19.0,6.1,,,,
2855,18,CCC[N+](C)(CC(C)(C)C(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2856,18,CCC[N+](C)(CC(C)(C)CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2857,18,CCC[N+](C)(CCC(C)CC)CC(C)(C)C(C)CC,,,,,,,,,,,,
2858,18,CCC[N+](C)(CCCC(C)C)CC(C)(C)C(C)CC,,,,,,,,,,,,
2859,18,CCC[N+](C)(CCCC(C)CC)CC(C)(C)C(C)C,,,,,,,,,,,,
2860,18,CCC[N+](C)(CCCC(C)CC)CCCC(C)CC,,,,,,,,,,,,
2861,18,CCC[N+](C)(CCCCC(C)C)CC(C)(C)C(C)C,,,,,,,,,,,,
2862,18,CCC[N+](C)(CCCCC(C)C)CCCC(C)CC,,,,,,,,,,,,
